"year","id","sex","terr","adjlat","adjlong","subpop","inb","off_mat","nmates","pkins"
"2002","4521","2","214","288","25","R2","0","1","1","0.017578125"
"2001","4522","2","66","904","885","R1E","0","0","0",NA
"2002","4522","2","66","904","885","R1E","0","0","0",NA
"2001","4523","1","52","879","822","R1E","0.05322265625","0","0",NA
"2002","4523","1","52","879","822","R1E","0.05322265625","2","2","0.14420509338379"
"2001","4524","2","137","402","844","R1W","0.007598876953125","0","0",NA
"2002","4524","2","137","402","844","R1W","0.007598876953125","0","0",NA
"2001","4525","2","234","554","858","R1W","0.00738525390625","0","0",NA
"2002","4525","2","234","554","858","R1W","0.00738525390625","0","0",NA
"2001","4526","2","15","83","364","R2","0","0","0",NA
"2002","4526","2","15","83","364","R2","0","0","0",NA
"2001","4527","1","113","1023","845","R1E","0","0","0",NA
"2002","4527","1","113","1023","845","R1E","0","0","0",NA
"2001","4528","2","169","265","53","R2","0.0244140625","0","0",NA
"2002","4528","2","169","265","53","R2","0.0244140625","0","0",NA
"2001","4529","2","194","319","224","R2","0","0","0",NA
"2002","4529","2","194","319","224","R2","0","0","0",NA
"2001","4531","1","167","230","94","R2","0","0","0",NA
"2002","4531","1","167","230","94","R2","0","0","0",NA
"2003","4531","1","167","230","94","R2","0","1","1","0"
"2004","4531","1","167","230","94","R2","0","2","1","0"
"2005","4531","1","167","230","94","R2","0","2","1","0"
"2001","4532","2","83","136","227","R2","0.046875","0","0",NA
"2002","4532","2","83","136","227","R2","0.046875","0","0",NA
"2001","4533","2","240","564","768","R1W","0.00115966796875","0","0",NA
"2002","4533","2","240","564","768","R1W","0.00115966796875","0","0",NA
"2001","4534","2","246","592","856","R1W","0.1708984375","0","0",NA
"2002","4534","2","122","1060","806","R1E","0.1708984375","0","0",NA
"2001","4535","2","234","554","858","R1W","0.0147705078125","0","0",NA
"2002","4535","2","234","554","858","R1W","0.0147705078125","0","0",NA
"2000","4536","1","7","106","306","R2","0","0","0",NA
"2002","4536","1","85","159","220","R2","0","0","0",NA
"2003","4536","1","85","159","220","R2","0","3","1","0"
"2004","4536","1","85","159","220","R2","0","2","1","0"
"2005","4536","1","84","135","209","R2","0","5","2","0"
"2006","4536","1","84","135","209","R2","0","4","3","0"
"2001","4537","1","113","1023","845","R1E","0","0","0",NA
"2002","4537","1","113","1023","845","R1E","0","0","0",NA
"2001","4538","2","38","889","972","R1E","0","0","0",NA
"2002","4538","2","38","889","972","R1E","0","1","1","0.00030517578125"
"2001","4539","1","81","122","257","R2","0","0","0",NA
"2002","4539","1","81","122","257","R2","0","0","0",NA
"2000","4540","1","103","986","912","R1E","0.072723388671875","0","0",NA
"2002","4540","1","103","986","912","R1E","0.072723388671875","0","0",NA
"2001","4542","1","240","564","768","R1W","0.0147705078125","0","0",NA
"2002","4542","1","240","564","768","R1W","0.0147705078125","0","0",NA
"2001","4543","2","182","414","722","R1W","0.01263427734375","0","0",NA
"2002","4543","2","182","414","722","R1W","0.01263427734375","2","1","0.103271484375"
"2001","4547","2","213","470","786","R1W","0.193359375","0","0",NA
"2002","4547","2","213","470","786","R1W","0.193359375","0","0",NA
"2001","4548","2","145","404","789","R1W","0.1396484375","0","0",NA
"2002","4548","2","145","404","789","R1W","0.1396484375","0","0",NA
"2001","4555","1","53","884","811","R1E","0.05322265625","0","0",NA
"2002","4555","1","53","884","811","R1E","0.05322265625","0","0",NA
"2001","4556","2","178","426","787","R1W","0.068359375","0","0",NA
"2002","4556","2","178","426","787","R1W","0.068359375","2","2","0.14404296875"
"2003","4556","2","178","426","787","R1W","0.068359375","0","0",NA
"2004","4556","2","178","426","787","R1W","0.068359375","0","0",NA
"2005","4556","2","178","426","787","R1W","0.068359375","1","1","0"
"2002","4557","1","96","363","824","R1W","0.103271484375","0","0",NA
"2003","4557","1","96","363","824","R1W","0.103271484375","0","0",NA
"2001","4576","2","85","159","220","R2","0","0","0",NA
"2002","4576","2","85","159","220","R2","0","1","1","0"
"2001","4577","2","130","185","186","R2","0","0","0",NA
"2002","4577","2","130","185","186","R2","0","0","0",NA
"2001","4578","2","196","293","196","R2","0","0","0",NA
"2002","4578","2","196","293","196","R2","0","0","0",NA
"2001","4579","2","160","249","164","R2","0","0","0",NA
"2002","4579","2","160","249","164","R2","0","0","0",NA
"2001","4580","1","133","215","134","R2","0","0","0",NA
"2002","4580","1","133","215","134","R2","0","0","0",NA
"2001","4581","1","129","222","164","R2","0","0","0",NA
"2002","4581","1","129","222","164","R2","0","0","0",NA
"2000","4582","2","148","208","50","R2","0.0546875","0","0",NA
"2002","4582","2","173","236","48","R2","0.0546875","0","0",NA
"2001","4583","2","177","258","11","R2","0","0","0",NA
"2002","4583","2","177","258","11","R2","0","2","2","0.0345458984375"
"2003","4583","2","177","258","11","R2","0","1","1","0"
"2001","4584","2","218","305","0","R2","0.017578125","0","0",NA
"2002","4584","2","218","305","0","R2","0.017578125","0","0",NA
"2001","4585","1","163","268","118","R2","0","0","0",NA
"2002","4585","1","168","264","94","R2","0","0","0",NA
"2001","4594","1","179","435","801","R1W","0.193359375","0","0",NA
"2002","4594","1","179","435","801","R1W","0.193359375","0","0",NA
"2000","4595","2","122","1060","806","R1E","0","0","0",NA
"2002","4595","2","122","1060","806","R1E","0","0","0",NA
"2002","4596","2","32","868","984","R1E","0","0","0",NA
"2003","4596","2","32","868","984","R1E","0","0","0",NA
"2001","4605","2","81","122","257","R2","0","0","0",NA
"2002","4605","2","81","122","257","R2","0","0","0",NA
"2002","4606","1","204","511","791","R1W","0","0","0",NA
"2003","4606","1","204","511","791","R1W","0","1","1","0"
"2001","4607","2","278","350","131","R2","0.02734375","0","0",NA
"2002","4607","2","278","350","131","R2","0.02734375","1","1","0"
"2001","4608","1","227","493","696","R1W","0.1025390625","0","0",NA
"2002","4608","1","227","493","696","R1W","0.1025390625","0","0",NA
"2003","4608","1","227","493","696","R1W","0.1025390625","5","1","0.04827880859375"
"2004","4608","1","182","414","722","R1W","0.1025390625","2","1","0.0919342041015625"
"2001","4611","1","12","306","750","R1W","0.1212158203125","0","0",NA
"2002","4611","1","206","492","851","R1W","0.1212158203125","1","0",NA
"2003","4611","1","180","425","812","R1W","0.1212158203125","3","3","0.0486958821614583"
"2004","4611","1","180","425","812","R1W","0.1212158203125","1","1","0"
"2001","4613","1","66","904","885","R1E","0.0742664337158203","0","0",NA
"2002","4613","1","66","904","885","R1E","0.0742664337158203","0","0",NA
"2003","4613","1","66","904","885","R1E","0.0742664337158203","10","3","0.076886812845866"
"2004","4613","1","66","904","885","R1E","0.0742664337158203","5","2","0.151060342788697"
"2001","4617","2","181","404","733","R1W","0.061279296875","0","0",NA
"2002","4617","2","181","404","733","R1W","0.061279296875","0","0",NA
"2001","4618","1","291","235","597","SSW","0.0147705078125","0","0",NA
"2002","4618","1","291","235","597","SSW","0.0147705078125","0","0",NA
"2002","4620","2","106","998","887","R1E","0","0","0",NA
"2003","4620","2","106","998","887","R1E","0","1","1","0"
"2001","4624","2","139","415","842","R1W","0.007598876953125","0","0",NA
"2002","4624","2","139","415","842","R1W","0.007598876953125","0","0",NA
"2002","4626","1","76","912","1028","R1E","0.05548095703125","0","0",NA
"2003","4626","1","33","888","1031","R1E","0.05548095703125","1","0",NA
"2002","4627","2","179","435","801","R1W","0","0","0",NA
"2003","4627","2","179","435","801","R1W","0","2","1","0"
"2001","4628","1","203","281","63","R2","0.0244140625","0","0",NA
"2002","4628","1","203","281","63","R2","0.0244140625","0","0",NA
"2002","4629","2","53","884","811","R1E","0.152927398681641","0","0",NA
"2003","4629","2","55","875","804","R1E","0.152927398681641","1","0",NA
"2001","4631","1","59","919","986","R1E","0.214710235595703","0","0",NA
"2002","4631","1","59","919","986","R1E","0.214710235595703","3","3","0.018798828125"
"2002","4633","1","265","713","758","R1E","0","0","0",NA
"2003","4633","1","266","706","761","R1E","0","0","0",NA
"2002","4635","2","194","319","224","R2","0","0","0",NA
"2003","4635","2","194","319","224","R2","0","2","1","0"
"2004","4635","2","194","319","224","R2","0","0","0",NA
"2002","4636","2","52","879","822","R1E","0.135482788085938","0","0",NA
"2003","4636","2","52","879","822","R1E","0.135482788085938","0","0",NA
"2002","4638","2","111","1038","856","R1E","0","0","0",NA
"2003","4638","2","111","1038","856","R1E","0","0","0",NA
"2003","4641","1","87","163","205","R2","0","0","0",NA
"2004","4641","1","96","363","824","R1W","0","2","2","0"
"2005","4641","1","147","387","791","R1W","0","4","3","0"
"2001","4643","2","231","340","254","R2","0","0","0",NA
"2002","4643","2","231","340","254","R2","0","0","0",NA
"2003","4644","1","231","340","254","R2","0.017578125","0","0",NA
"2004","4644","1","231","340","254","R2","0.017578125","2","1","0"
"2005","4644","1","231","340","254","R2","0.017578125","2","1","0.0803070068359375"
"2006","4644","1","231","340","254","R2","0.017578125","0","0",NA
"2002","4646","2","145","404","789","R1W","0.103271484375","0","0",NA
"2003","4646","2","145","404","789","R1W","0.103271484375","0","0",NA
"2004","4646","2","145","404","789","R1W","0.103271484375","0","0",NA
"2005","4646","2","137","402","844","R1W","0.103271484375","4","1","0"
"2006","4646","2","137","402","844","R1W","0.103271484375","1","1","0"
"2007","4646","2","137","402","844","R1W","0.103271484375","0","0",NA
"2002","4647","2","283","124","619","SSW","0","0","0",NA
"2003","4647","2","302","172","588","SSW","0","0","0",NA
"2002","4648","2","122","1060","806","R1E","0","0","0",NA
"2003","4648","2","122","1060","806","R1E","0","0","0",NA
"2003","4651","1","81","122","257","R2","0","0","0",NA
"2004","4651","1","81","122","257","R2","0","2","1","0"
"2005","4651","1","9","117","271","R2","0","5","3","0"
"2003","4652","1","132","201","126","R2","0","0","0",NA
"2004","4652","1","132","201","126","R2","0","0","0",NA
"2002","4653","2","108","968","881","R1E","0.25","0","0",NA
"2003","4653","2","108","968","881","R1E","0.25","3","2","0"
"2004","4653","2","24","844","882","R1E","0.25","1","1","0"
"2003","4655","2","194","319","224","R2","0.0443115234375","0","0",NA
"2004","4655","2","197","276","180","R2","0.0443115234375","0","0",NA
"2005","4656","2","172","439","787","R1W","0","0","0",NA
"2006","4656","2","213","470","786","R1W","0","1","1","0"
"2007","4656","2","213","470","786","R1W","0","0","0",NA
"2002","4657","1","182","414","722","R1W","0.1790771484375","0","0",NA
"2003","4657","1","301","182","592","SSW","0.1790771484375","8","2","0.0191650390625"
"2003","4659","1","212","291","47","R2","0","0","0",NA
"2004","4659","1","212","291","47","R2","0","5","2","0"
"2005","4659","1","173","236","48","R2","0","3","2","0"
"2006","4659","1","173","236","48","R2","0","2","2","0.125"
"2007","4659","1","173","236","48","R2","0","0","0",NA
"2002","4660","1","147","387","791","R1W","0.2880859375","0","0",NA
"2003","4660","1","147","387","791","R1W","0.2880859375","1","1","0"
"2002","4663","2","162","230","148","R2","0","0","0",NA
"2003","4663","2","162","230","148","R2","0","8","3","0.00565592447916667"
"2002","4665","2","10","304","793","R1W","0","0","0",NA
"2003","4665","2","10","304","793","R1W","0","5","4","0"
"2004","4665","2","10","304","793","R1W","0","2","2","0"
"2005","4665","2","12","306","750","R1W","0","2","1","0"
"2003","4667","2","236","568","813","R1W","0","0","0",NA
"2004","4667","2","206","492","851","R1W","0","2","2","0"
"2005","4667","2","206","492","851","R1W","0","5","2","0"
"2002","4668","2","122","1060","806","R1E","0.00030517578125","0","0",NA
"2004","4668","2","122","1060","806","R1E","0.00030517578125","0","0",NA
"2003","4669","1","134","223","118","R2","0","0","0",NA
"2004","4669","1","134","223","118","R2","0","0","0",NA
"2003","4671","1","133","215","134","R2","0.017578125","0","0",NA
"2004","4671","1","133","215","134","R2","0.017578125","0","0",NA
"2003","4672","2","302","172","588","SSW","0.038330078125","0","0",NA
"2004","4672","2","302","172","588","SSW","0.038330078125","0","0",NA
"2005","4672","2","301","182","592","SSW","0.038330078125","8","3","0.0734583536783853"
"2006","4672","2","301","182","592","SSW","0.038330078125","2","1","0.220375061035156"
"2003","4674","2","227","493","696","R1W","0.04827880859375","0","0",NA
"2004","4674","2","204","511","791","R1W","0.04827880859375","0","0",NA
"2005","4690","1","32","868","984","R1E","0","0","0",NA
"2006","4690","1","32","868","984","R1E","0","1","1","0"
"2007","4690","1","32","868","984","R1E","0","0","0",NA
"2002","4700","2","177","258","11","R2","0.0625","0","0",NA
"2004","4700","2","177","258","11","R2","0.0625","0","0",NA
"2003","4701","2","168","264","94","R2","0","0","0",NA
"2004","4701","2","168","264","94","R2","0","1","1","0"
"2003","4702","2","226","467","692","R1W","0.04827880859375","0","0",NA
"2004","4702","2","226","467","692","R1W","0.04827880859375","0","0",NA
"2003","4703","2","301","182","592","SSW","0.038330078125","0","0",NA
"2004","4703","2","301","182","592","SSW","0.038330078125","0","0",NA
"2003","4705","2","47","878","906","R1E","0.163552284240723","0","0",NA
"2004","4705","2","47","878","906","R1E","0.163552284240723","0","0",NA
"2003","4706","2","9","117","271","R2","0","0","0",NA
"2004","4706","2","9","117","271","R2","0","1","1","0"
"2003","4707","1","198","290","162","R2","0","0","0",NA
"2004","4707","1","160","249","164","R2","0","2","2","0.0646209716796875"
"2005","4707","1","160","249","164","R2","0","2","2","0"
"2006","4707","1","160","249","164","R2","0","1","1","0"
"2007","4707","1","160","249","164","R2","0","0","0",NA
"2003","4708","1","198","290","162","R2","0","0","0",NA
"2004","4708","1","198","290","162","R2","0","0","0",NA
"2004","4709","2","231","340","254","R2","0","0","0",NA
"2005","4709","2","231","340","254","R2","0","0","0",NA
"2003","4711","1","282","163","611","SSW","0","0","0",NA
"2004","4711","1","282","163","611","SSW","0","0","0",NA
"2003","4714","2","140","198","82","R2","0","0","0",NA
"2004","4714","2","140","198","82","R2","0","7","5","0"
"2005","4714","2","140","198","82","R2","0","11","7","0.0357142857142857"
"2006","4714","2","140","198","82","R2","0","5","4","0.0625"
"2007","4714","2","140","198","82","R2","0","0","0",NA
"2003","4715","2","50","888","882","R1E","0.067108154296875","0","0",NA
"2004","4715","2","50","888","882","R1E","0.067108154296875","0","0",NA
"2003","4716","2","119","1076","843","R1E","0","0","0",NA
"2004","4716","2","119","1076","843","R1E","0","0","0",NA
"2005","4716","2","118","1079","875","R1E","0","1","0",NA
"2003","4717","1","33","888","1031","R1E","0","0","0",NA
"2004","4717","1","33","888","1031","R1E","0","0","0",NA
"2003","4718","1","109","967","871","R1E","0","0","0",NA
"2004","4718","1","109","967","871","R1E","0","1","0",NA
"2002","4719","1","196","293","196","R2","0.017578125","0","0",NA
"2003","4719","1","196","293","196","R2","0.017578125","3","1","0"
"2004","4719","1","196","293","196","R2","0.017578125","0","0",NA
"2003","4721","1","147","387","791","R1W","0","0","0",NA
"2004","4721","1","147","387","791","R1W","0","0","0",NA
"2003","4722","1","76","912","1028","R1E","0","0","0",NA
"2004","4722","1","75","921","1043","R1E","0","0","0",NA
"2005","4722","1","75","921","1043","R1E","0","3","2","0"
"2003","4723","2","194","319","224","R2","0.0443115234375","0","0",NA
"2004","4723","2","191","286","232","R2","0.0443115234375","0","0",NA
"2003","4725","2","192","324","240","R2","0","0","0",NA
"2004","4725","2","192","324","240","R2","0","2","1","0"
"2003","4726","1","32","868","984","R1E","0","0","0",NA
"2004","4726","1","32","868","984","R1E","0","0","0",NA
"2003","4728","1","75","921","1043","R1E","0.163552284240723","0","0",NA
"2004","4728","1","75","921","1043","R1E","0.163552284240723","0","0",NA
"2003","4729","2","282","163","611","SSW","0","0","0",NA
"2004","4729","2","282","163","611","SSW","0","0","0",NA
"2003","4733","2","67","912","878","R1E","0.067108154296875","0","0",NA
